,dteday,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_category,day_name,cat_weeks
16644,2012-12-01,1,12,7,0,6,0,2,0.24,0.2424,0.87,0.1343,7,56,63.0,Morning,Saturday,Weekend
16645,2012-12-01,1,12,8,0,6,0,2,0.24,0.2424,0.87,0.1343,11,133,144.0,Morning,Saturday,Weekend
16646,2012-12-01,1,12,9,0,6,0,2,0.26,0.2424,0.93,0.2537,34,159,193.0,Morning,Saturday,Weekend
16647,2012-12-01,1,12,10,0,6,0,2,0.28,0.2727,0.89,0.1642,45,211,256.0,Morning,Saturday,Weekend
16648,2012-12-01,1,12,11,0,6,0,2,0.32,0.3333,0.76,0.1045,74,318,392.0,Morning,Saturday,Weekend
16649,2012-12-01,1,12,12,0,6,0,2,0.32,0.3333,0.81,0.0896,114,327,446.0,Day,Saturday,Weekend
16650,2012-12-01,1,12,13,0,6,0,2,0.34,0.3636,0.76,0.0,114,386,509.0,Day,Saturday,Weekend
16651,2012-12-01,1,12,14,0,6,0,2,0.36,0.3788,0.71,0.0,110,369,479.0,Day,Saturday,Weekend
16652,2012-12-01,1,12,15,0,6,0,2,0.4,0.4091,0.62,0.0,113,371,484.0,Day,Saturday,Weekend
16653,2012-12-01,1,12,16,0,6,0,2,0.38,0.3939,0.66,0.0,89,354,443.0,Day,Saturday,Weekend
16654,2012-12-01,1,12,17,0,6,0,2,0.34,0.3485,0.76,0.1045,50,270,320.0,Day,Saturday,Weekend
16655,2012-12-01,1,12,18,0,6,0,2,0.34,0.3636,0.76,0.0,42,255,297.0,Afternoon,Saturday,Weekend
16656,2012-12-01,1,12,19,0,6,0,2,0.32,0.3485,0.81,0.0,30,219,249.0,Afternoon,Saturday,Weekend
16657,2012-12-01,1,12,20,0,6,0,1,0.32,0.3485,0.81,0.0,28,170,198.0,Afternoon,Saturday,Weekend
16658,2012-12-01,1,12,21,0,6,0,2,0.3,0.3333,0.87,0.0,23,135,158.0,Afternoon,Saturday,Weekend
16659,2012-12-01,1,12,22,0,6,0,2,0.3,0.3333,0.87,0.0,17,130,147.0,Afternoon,Saturday,Weekend
16660,2012-12-01,1,12,23,0,6,0,2,0.32,0.3485,0.81,0.0,10,116,126.0,Afternoon,Saturday,Weekend
16661,2012-12-02,1,12,0,0,0,0,2,0.3,0.3182,0.87,0.0896,9,108,117.0,Night,Sunday,Weekend
16662,2012-12-02,1,12,1,0,0,0,2,0.3,0.3182,0.87,0.0896,10,84,94.0,Night,Sunday,Weekend
16663,2012-12-02,1,12,2,0,0,0,2,0.3,0.3333,0.87,0.0,2,72,74.0,Night,Sunday,Weekend
16664,2012-12-02,1,12,3,0,0,0,2,0.26,0.303,0.93,0.0,4,21,25.0,Night,Sunday,Weekend
16665,2012-12-02,1,12,4,0,0,0,2,0.26,0.303,0.93,0.0,1,6,7.0,Night,Sunday,Weekend
16666,2012-12-02,1,12,5,0,0,0,2,0.26,0.303,0.93,0.0,1,7,8.0,Night,Sunday,Weekend
16667,2012-12-02,1,12,6,0,0,0,2,0.24,0.2424,0.93,0.1343,1,15,16.0,Morning,Sunday,Weekend
16668,2012-12-02,1,12,7,0,0,0,2,0.24,0.2424,0.93,0.1343,5,26,31.0,Morning,Sunday,Weekend
16669,2012-12-02,1,12,8,0,0,0,2,0.26,0.2879,0.93,0.0896,12,81,93.0,Morning,Sunday,Weekend
16670,2012-12-02,1,12,9,0,0,0,2,0.28,0.2727,0.93,0.1642,37,135,172.0,Morning,Sunday,Weekend
16671,2012-12-02,1,12,10,0,0,0,2,0.3,0.3333,0.87,0.0,63,230,293.0,Morning,Sunday,Weekend
16672,2012-12-02,1,12,11,0,0,0,2,0.32,0.3182,0.81,0.1642,81,274,355.0,Morning,Sunday,Weekend
16673,2012-12-02,1,12,12,0,0,0,2,0.34,0.3333,0.81,0.1642,111,409,520.0,Day,Sunday,Weekend
16674,2012-12-02,1,12,13,0,0,0,1,0.4,0.4091,0.71,0.2239,84,347,431.0,Day,Sunday,Weekend
16675,2012-12-02,1,12,14,0,0,0,1,0.44,0.4394,0.62,0.2537,114,331,473.0,Day,Sunday,Weekend
16676,2012-12-02,1,12,15,0,0,0,1,0.44,0.4394,0.67,0.1343,106,311,417.0,Day,Sunday,Weekend
16677,2012-12-02,1,12,16,0,0,0,2,0.44,0.4394,0.67,0.1045,85,358,443.0,Day,Sunday,Weekend
16678,2012-12-02,1,12,17,0,0,0,3,0.4,0.4091,0.76,0.194,59,244,303.0,Day,Sunday,Weekend
16679,2012-12-02,1,12,18,0,0,0,2,0.44,0.4394,0.72,0.1045,25,178,203.0,Afternoon,Sunday,Weekend
16680,2012-12-02,1,12,19,0,0,0,2,0.4,0.4091,0.82,0.194,16,158,174.0,Afternoon,Sunday,Weekend
16681,2012-12-02,1,12,20,0,0,0,2,0.42,0.4242,0.82,0.194,12,142,154.0,Afternoon,Sunday,Weekend
16682,2012-12-02,1,12,21,0,0,0,2,0.44,0.4394,0.77,0.2239,8,91,99.0,Afternoon,Sunday,Weekend
16683,2012-12-02,1,12,22,0,0,0,2,0.44,0.4394,0.77,0.194,11,85,96.0,Afternoon,Sunday,Weekend
16684,2012-12-02,1,12,23,0,0,0,2,0.42,0.4242,0.82,0.1343,7,44,51.0,Afternoon,Sunday,Weekend
16685,2012-12-03,1,12,0,0,1,1,2,0.42,0.4242,0.82,0.1642,3,18,21.0,Night,Monday,Workday
16686,2012-12-03,1,12,1,0,1,1,1,0.4,0.4091,0.82,0.1343,2,11,13.0,Night,Monday,Workday
16687,2012-12-03,1,12,2,0,1,1,1,0.42,0.4242,0.77,0.1642,1,9,10.0,Night,Monday,Workday
16688,2012-12-03,1,12,3,0,1,1,1,0.38,0.3939,0.87,0.0,2,6,8.0,Night,Monday,Workday
16689,2012-12-03,1,12,4,0,1,1,1,0.36,0.3788,0.93,0.0,1,4,5.0,Night,Monday,Workday
16690,2012-12-03,1,12,5,0,1,1,1,0.34,0.3485,0.93,0.0896,0,38,38.0,Night,Monday,Workday
16691,2012-12-03,1,12,6,0,1,1,1,0.36,0.3788,0.93,0.0,2,136,138.0,Morning,Monday,Workday
16692,2012-12-03,1,12,7,0,1,1,2,0.34,0.3636,0.93,0.0,9,387,396.0,Morning,Monday,Workday
16693,2012-12-03,1,12,8,0,1,1,1,0.36,0.3788,0.93,0.0,19,499,642.5,Morning,Monday,Workday
16694,2012-12-03,1,12,9,0,1,1,1,0.4,0.4091,0.87,0.0896,19,289,308.0,Morning,Monday,Workday
16695,2012-12-03,1,12,10,0,1,1,1,0.44,0.4394,0.77,0.1343,31,105,136.0,Morning,Monday,Workday
16696,2012-12-03,1,12,11,0,1,1,1,0.48,0.4697,0.77,0.1343,51,182,233.0,Morning,Monday,Workday
16697,2012-12-03,1,12,12,0,1,1,1,0.52,0.5,0.68,0.1642,40,228,268.0,Day,Monday,Workday
16698,2012-12-03,1,12,13,0,1,1,1,0.58,0.5455,0.56,0.0896,81,240,321.0,Day,Monday,Workday
16699,2012-12-03,1,12,14,0,1,1,1,0.6,0.6212,0.53,0.0,51,209,260.0,Day,Monday,Workday
16700,2012-12-03,1,12,15,0,1,1,1,0.6,0.6212,0.56,0.0,58,210,268.0,Day,Monday,Workday
16701,2012-12-03,1,12,16,0,1,1,1,0.6,0.6212,0.53,0.1343,45,397,442.0,Day,Monday,Workday
16702,2012-12-03,1,12,17,0,1,1,1,0.52,0.5,0.63,0.1045,43,499,642.5,Day,Monday,Workday
16703,2012-12-03,1,12,18,0,1,1,1,0.5,0.4848,0.68,0.0896,26,499,642.5,Afternoon,Monday,Workday
16704,2012-12-03,1,12,19,0,1,1,1,0.5,0.4848,0.68,0.0896,27,444,471.0,Afternoon,Monday,Workday
16705,2012-12-03,1,12,20,0,1,1,2,0.46,0.4545,0.77,0.0,16,284,300.0,Afternoon,Monday,Workday
16706,2012-12-03,1,12,21,0,1,1,1,0.44,0.4394,0.82,0.194,14,207,221.0,Afternoon,Monday,Workday
16707,2012-12-03,1,12,22,0,1,1,1,0.42,0.4242,0.82,0.1045,5,139,144.0,Afternoon,Monday,Workday
16708,2012-12-03,1,12,23,0,1,1,1,0.42,0.4242,0.82,0.1045,9,93,102.0,Afternoon,Monday,Workday
16709,2012-12-04,1,12,0,0,2,1,1,0.42,0.4242,0.88,0.1045,6,49,55.0,Night,Tuesday,Workday
16710,2012-12-04,1,12,1,0,2,1,1,0.42,0.4242,0.82,0.1045,3,22,25.0,Night,Tuesday,Workday
16711,2012-12-04,1,12,2,0,2,1,1,0.42,0.4242,0.88,0.0896,3,5,8.0,Night,Tuesday,Workday
16712,2012-12-04,1,12,3,0,2,1,2,0.4,0.4091,0.87,0.1343,1,3,4.0,Night,Tuesday,Workday
16713,2012-12-04,1,12,4,0,2,1,2,0.4,0.4091,0.87,0.1343,0,7,7.0,Night,Tuesday,Workday
16714,2012-12-04,1,12,5,0,2,1,2,0.44,0.4394,0.88,0.0,1,45,46.0,Night,Tuesday,Workday
16715,2012-12-04,1,12,6,0,2,1,2,0.36,0.3788,0.93,0.0,3,150,153.0,Morning,Tuesday,Workday
16716,2012-12-04,1,12,7,0,2,1,1,0.42,0.4242,0.88,0.1343,7,495,502.0,Morning,Tuesday,Workday
16717,2012-12-04,1,12,8,0,2,1,2,0.44,0.4394,0.88,0.1642,21,499,642.5,Morning,Tuesday,Workday
16718,2012-12-04,1,12,9,0,2,1,1,0.46,0.4545,0.82,0.1045,19,317,336.0,Morning,Tuesday,Workday
16719,2012-12-04,1,12,10,0,2,1,1,0.46,0.4545,0.82,0.194,26,130,156.0,Morning,Tuesday,Workday
16720,2012-12-04,1,12,11,0,2,1,1,0.48,0.4697,0.77,0.194,24,183,207.0,Morning,Tuesday,Workday
16721,2012-12-04,1,12,12,0,2,1,1,0.52,0.5,0.68,0.194,39,273,312.0,Day,Tuesday,Workday
16722,2012-12-04,1,12,13,0,2,1,2,0.54,0.5152,0.64,0.1642,39,233,272.0,Day,Tuesday,Workday
16723,2012-12-04,1,12,14,0,2,1,2,0.58,0.5455,0.56,0.2239,39,231,270.0,Day,Tuesday,Workday
16724,2012-12-04,1,12,15,0,2,1,2,0.6,0.6212,0.49,0.2537,56,244,300.0,Day,Tuesday,Workday
16725,2012-12-04,1,12,16,0,2,1,1,0.58,0.5455,0.49,0.2836,44,391,435.0,Day,Tuesday,Workday
16726,2012-12-04,1,12,17,0,2,1,1,0.52,0.5,0.59,0.2239,43,499,642.5,Day,Tuesday,Workday
16727,2012-12-04,1,12,18,0,2,1,1,0.5,0.4848,0.63,0.2239,38,499,642.5,Afternoon,Tuesday,Workday
16728,2012-12-04,1,12,19,0,2,1,1,0.48,0.4697,0.67,0.2239,46,414,460.0,Afternoon,Tuesday,Workday
16729,2012-12-04,1,12,20,0,2,1,2,0.5,0.4848,0.63,0.2239,34,272,306.0,Afternoon,Tuesday,Workday
16730,2012-12-04,1,12,21,0,2,1,2,0.5,0.4848,0.63,0.2537,28,252,280.0,Afternoon,Tuesday,Workday
16731,2012-12-04,1,12,22,0,2,1,2,0.5,0.4848,0.63,0.2985,26,155,181.0,Afternoon,Tuesday,Workday
16732,2012-12-04,1,12,23,0,2,1,1,0.48,0.4697,0.67,0.2537,5,91,96.0,Afternoon,Tuesday,Workday
16733,2012-12-05,1,12,0,0,3,1,1,0.5,0.4848,0.59,0.2836,6,31,37.0,Night,Wednesday,Workday
16734,2012-12-05,1,12,1,0,3,1,1,0.52,0.5,0.55,0.3284,0,11,11.0,Night,Wednesday,Workday
16735,2012-12-05,1,12,2,0,3,1,1,0.46,0.4545,0.67,0.1642,2,7,9.0,Night,Wednesday,Workday
16736,2012-12-05,1,12,3,0,3,1,1,0.48,0.4697,0.67,0.1343,0,7,7.0,Night,Wednesday,Workday
16737,2012-12-05,1,12,4,0,3,1,1,0.5,0.4848,0.63,0.4478,1,9,10.0,Night,Wednesday,Workday
16738,2012-12-05,1,12,5,0,3,1,1,0.5,0.4848,0.59,0.2836,1,48,49.0,Night,Wednesday,Workday
16739,2012-12-05,1,12,6,0,3,1,3,0.48,0.4697,0.55,0.3881,5,119,124.0,Morning,Wednesday,Workday
16740,2012-12-05,1,12,7,0,3,1,3,0.46,0.4545,0.59,0.2985,9,389,398.0,Morning,Wednesday,Workday
16741,2012-12-05,1,12,8,0,3,1,2,0.44,0.4394,0.58,0.2836,22,499,642.5,Morning,Wednesday,Workday
16742,2012-12-05,1,12,9,0,3,1,2,0.44,0.4394,0.51,0.2239,26,362,388.0,Morning,Wednesday,Workday
16743,2012-12-05,1,12,10,0,3,1,2,0.44,0.4394,0.47,0.3582,14,127,141.0,Morning,Wednesday,Workday
16744,2012-12-05,1,12,11,0,3,1,1,0.44,0.4394,0.44,0.2836,11,161,172.0,Morning,Wednesday,Workday
16745,2012-12-05,1,12,12,0,3,1,1,0.44,0.4394,0.41,0.2836,24,208,232.0,Day,Wednesday,Workday
16746,2012-12-05,1,12,13,0,3,1,1,0.46,0.4545,0.41,0.2836,14,200,214.0,Day,Wednesday,Workday
16747,2012-12-05,1,12,14,0,3,1,1,0.48,0.4697,0.33,0.4775,39,179,218.0,Day,Wednesday,Workday
16748,2012-12-05,1,12,15,0,3,1,1,0.48,0.4697,0.33,0.2836,20,265,285.0,Day,Wednesday,Workday
16749,2012-12-05,1,12,16,0,3,1,1,0.46,0.4545,0.33,0.2836,23,354,377.0,Day,Wednesday,Workday
16750,2012-12-05,1,12,17,0,3,1,1,0.44,0.4394,0.35,0.2836,29,499,605.0,Day,Wednesday,Workday
16751,2012-12-05,1,12,18,0,3,1,1,0.42,0.4242,0.35,0.4478,29,499,609.0,Afternoon,Wednesday,Workday
16752,2012-12-05,1,12,19,0,3,1,1,0.38,0.3939,0.43,0.3582,14,400,414.0,Afternoon,Wednesday,Workday
16753,2012-12-05,1,12,20,0,3,1,1,0.34,0.303,0.46,0.3881,19,274,293.0,Afternoon,Wednesday,Workday
16754,2012-12-05,1,12,21,0,3,1,1,0.34,0.303,0.46,0.4179,14,184,198.0,Afternoon,Wednesday,Workday
16755,2012-12-05,1,12,22,0,3,1,1,0.32,0.2879,0.45,0.3881,4,101,105.0,Afternoon,Wednesday,Workday
16756,2012-12-05,1,12,23,0,3,1,1,0.3,0.2727,0.49,0.3881,5,69,74.0,Afternoon,Wednesday,Workday
16757,2012-12-06,1,12,0,0,4,1,1,0.26,0.2424,0.48,0.2836,1,43,44.0,Night,Thursday,Workday
16758,2012-12-06,1,12,1,0,4,1,1,0.26,0.2424,0.48,0.2836,0,16,16.0,Night,Thursday,Workday
16759,2012-12-06,1,12,2,0,4,1,1,0.24,0.2121,0.52,0.2836,0,9,9.0,Night,Thursday,Workday
16760,2012-12-06,1,12,3,0,4,1,1,0.22,0.2273,0.55,0.194,0,2,2.0,Night,Thursday,Workday
16761,2012-12-06,1,12,4,0,4,1,1,0.22,0.2121,0.55,0.2985,1,8,9.0,Night,Thursday,Workday
16762,2012-12-06,1,12,5,0,4,1,1,0.22,0.2121,0.55,0.2836,0,32,32.0,Night,Thursday,Workday
16763,2012-12-06,1,12,6,0,4,1,1,0.22,0.2121,0.55,0.2985,2,122,124.0,Morning,Thursday,Workday
16764,2012-12-06,1,12,7,0,4,1,1,0.22,0.2121,0.51,0.2985,8,381,389.0,Morning,Thursday,Workday
16765,2012-12-06,1,12,8,0,4,1,1,0.22,0.2121,0.51,0.2985,13,499,642.5,Morning,Thursday,Workday
16766,2012-12-06,1,12,9,0,4,1,1,0.24,0.2273,0.48,0.194,19,257,276.0,Morning,Thursday,Workday
16767,2012-12-06,1,12,10,0,4,1,1,0.24,0.2273,0.52,0.194,23,122,145.0,Morning,Thursday,Workday
16768,2012-12-06,1,12,11,0,4,1,1,0.26,0.2576,0.48,0.1642,16,162,178.0,Morning,Thursday,Workday
16769,2012-12-06,1,12,12,0,4,1,1,0.28,0.3182,0.41,0.0,29,206,235.0,Day,Thursday,Workday
16770,2012-12-06,1,12,13,0,4,1,1,0.3,0.3333,0.39,0.0,33,212,245.0,Day,Thursday,Workday
16771,2012-12-06,1,12,14,0,4,1,1,0.3,0.3182,0.42,0.0896,37,175,212.0,Day,Thursday,Workday
16772,2012-12-06,1,12,15,0,4,1,1,0.32,0.3485,0.39,0.0,38,232,270.0,Day,Thursday,Workday
16773,2012-12-06,1,12,16,0,4,1,1,0.32,0.3485,0.42,0.0,39,292,331.0,Day,Thursday,Workday
16774,2012-12-06,1,12,17,0,4,1,1,0.3,0.3182,0.45,0.1045,31,499,617.0,Day,Thursday,Workday
16775,2012-12-06,1,12,18,0,4,1,1,0.28,0.2727,0.45,0.1642,23,499,565.0,Afternoon,Thursday,Workday
16776,2012-12-06,1,12,19,0,4,1,1,0.26,0.2576,0.6,0.194,13,360,373.0,Afternoon,Thursday,Workday
16777,2012-12-06,1,12,20,0,4,1,2,0.24,0.2576,0.6,0.1045,5,222,227.0,Afternoon,Thursday,Workday
16778,2012-12-06,1,12,21,0,4,1,2,0.24,0.2424,0.6,0.1343,7,184,191.0,Afternoon,Thursday,Workday
16779,2012-12-06,1,12,22,0,4,1,1,0.24,0.2424,0.65,0.1642,2,131,133.0,Afternoon,Thursday,Workday
16780,2012-12-06,1,12,23,0,4,1,1,0.24,0.2424,0.65,0.1642,0,93,93.0,Afternoon,Thursday,Workday
16781,2012-12-07,1,12,0,0,5,1,1,0.24,0.2576,0.7,0.1045,3,45,48.0,Night,Friday,Workday
16782,2012-12-07,1,12,1,0,5,1,2,0.24,0.2273,0.7,0.194,2,26,28.0,Night,Friday,Workday
16783,2012-12-07,1,12,2,0,5,1,2,0.26,0.2727,0.7,0.1343,0,11,11.0,Night,Friday,Workday
16784,2012-12-07,1,12,3,0,5,1,2,0.26,0.2576,0.81,0.194,0,5,5.0,Night,Friday,Workday
16785,2012-12-07,1,12,4,0,5,1,1,0.26,0.2727,0.75,0.1045,0,10,10.0,Night,Friday,Workday
16786,2012-12-07,1,12,5,0,5,1,2,0.26,0.2727,0.81,0.1045,1,25,26.0,Night,Friday,Workday
16787,2012-12-07,1,12,6,0,5,1,2,0.28,0.2727,0.75,0.1642,0,84,84.0,Morning,Friday,Workday
16788,2012-12-07,1,12,7,0,5,1,3,0.28,0.2727,0.81,0.1642,3,212,215.0,Morning,Friday,Workday
16789,2012-12-07,1,12,8,0,5,1,2,0.3,0.2879,0.75,0.194,11,430,441.0,Morning,Friday,Workday
16790,2012-12-07,1,12,9,0,5,1,2,0.3,0.303,0.81,0.1343,10,291,301.0,Morning,Friday,Workday
16791,2012-12-07,1,12,10,0,5,1,2,0.32,0.3182,0.76,0.1642,16,150,166.0,Morning,Friday,Workday
16792,2012-12-07,1,12,11,0,5,1,2,0.32,0.3182,0.76,0.194,20,183,203.0,Morning,Friday,Workday
16793,2012-12-07,1,12,12,0,5,1,2,0.34,0.3333,0.71,0.194,36,204,240.0,Day,Friday,Workday
16794,2012-12-07,1,12,13,0,5,1,2,0.36,0.3485,0.66,0.1343,23,197,220.0,Day,Friday,Workday
16795,2012-12-07,1,12,14,0,5,1,2,0.36,0.3485,0.71,0.1642,40,175,215.0,Day,Friday,Workday
16796,2012-12-07,1,12,15,0,5,1,2,0.36,0.3485,0.71,0.1642,34,269,303.0,Day,Friday,Workday
16797,2012-12-07,1,12,16,0,5,1,1,0.36,0.3485,0.76,0.1343,39,336,375.0,Day,Friday,Workday
16798,2012-12-07,1,12,17,0,5,1,2,0.38,0.3939,0.66,0.0,29,499,568.0,Day,Friday,Workday
16799,2012-12-07,1,12,18,0,5,1,2,0.38,0.3939,0.71,0.1045,25,473,498.0,Afternoon,Friday,Workday
16800,2012-12-07,1,12,19,0,5,1,2,0.38,0.3939,0.76,0.0,15,337,352.0,Afternoon,Friday,Workday
16801,2012-12-07,1,12,20,0,5,1,3,0.38,0.3939,0.76,0.1045,12,229,241.0,Afternoon,Friday,Workday
16802,2012-12-07,1,12,21,0,5,1,2,0.36,0.3636,0.93,0.1045,9,162,171.0,Afternoon,Friday,Workday
16803,2012-12-07,1,12,22,0,5,1,2,0.36,0.3636,0.93,0.0896,15,150,165.0,Afternoon,Friday,Workday
16804,2012-12-07,1,12,23,0,5,1,2,0.36,0.3636,0.93,0.0896,6,116,122.0,Afternoon,Friday,Workday
16805,2012-12-08,1,12,0,0,6,0,2,0.36,0.3636,0.93,0.0896,5,98,103.0,Night,Saturday,Weekend
16806,2012-12-08,1,12,1,0,6,0,2,0.36,0.3485,0.93,0.1343,16,84,100.0,Night,Saturday,Weekend
16807,2012-12-08,1,12,2,0,6,0,2,0.36,0.3485,0.93,0.1343,3,67,70.0,Night,Saturday,Weekend
16808,2012-12-08,1,12,3,0,6,0,2,0.36,0.3636,0.93,0.1045,6,23,29.0,Night,Saturday,Weekend
16809,2012-12-08,1,12,4,0,6,0,2,0.36,0.3788,0.93,0.0,3,9,12.0,Night,Saturday,Weekend
16810,2012-12-08,1,12,5,0,6,0,2,0.36,0.3636,0.93,0.1045,2,4,6.0,Night,Saturday,Weekend
16811,2012-12-08,1,12,6,0,6,0,2,0.36,0.3636,0.93,0.1045,1,19,20.0,Morning,Saturday,Weekend
16812,2012-12-08,1,12,7,0,6,0,2,0.36,0.3636,1.0,0.0896,3,36,39.0,Morning,Saturday,Weekend
16813,2012-12-08,1,12,8,0,6,0,2,0.38,0.3939,0.94,0.0896,5,106,111.0,Morning,Saturday,Weekend
16814,2012-12-08,1,12,9,0,6,0,2,0.38,0.3939,0.94,0.0,17,153,170.0,Morning,Saturday,Weekend
16815,2012-12-08,1,12,10,0,6,0,2,0.4,0.4091,0.87,0.1343,43,244,287.0,Morning,Saturday,Weekend
16816,2012-12-08,1,12,11,0,6,0,2,0.4,0.4091,0.87,0.1045,63,341,404.0,Morning,Saturday,Weekend
16817,2012-12-08,1,12,12,0,6,0,2,0.4,0.4091,0.87,0.2239,114,364,486.0,Day,Saturday,Weekend
16818,2012-12-08,1,12,13,0,6,0,2,0.4,0.4091,0.87,0.1642,114,399,547.0,Day,Saturday,Weekend
16819,2012-12-08,1,12,14,0,6,0,2,0.4,0.4091,0.87,0.2836,114,378,542.0,Day,Saturday,Weekend
16820,2012-12-08,1,12,15,0,6,0,1,0.42,0.4242,0.82,0.1642,114,374,541.0,Day,Saturday,Weekend
16821,2012-12-08,1,12,16,0,6,0,1,0.42,0.4242,0.82,0.1642,114,368,507.0,Day,Saturday,Weekend
16822,2012-12-08,1,12,17,0,6,0,1,0.38,0.3939,0.87,0.1343,77,268,345.0,Day,Saturday,Weekend
16823,2012-12-08,1,12,18,0,6,0,1,0.4,0.4091,0.87,0.1045,40,264,304.0,Afternoon,Saturday,Weekend
16824,2012-12-08,1,12,19,0,6,0,1,0.4,0.4091,0.87,0.0,34,212,246.0,Afternoon,Saturday,Weekend
16825,2012-12-08,1,12,20,0,6,0,2,0.36,0.3788,1.0,0.0,20,162,182.0,Afternoon,Saturday,Weekend
16826,2012-12-08,1,12,21,0,6,0,2,0.36,0.3788,1.0,0.0,34,175,209.0,Afternoon,Saturday,Weekend
16827,2012-12-08,1,12,22,0,6,0,2,0.38,0.3939,0.94,0.1045,23,137,160.0,Afternoon,Saturday,Weekend
16828,2012-12-08,1,12,23,0,6,0,2,0.4,0.4091,0.94,0.0,18,144,162.0,Afternoon,Saturday,Weekend
16829,2012-12-09,1,12,0,0,0,0,2,0.4,0.4091,0.87,0.1343,15,103,118.0,Night,Sunday,Weekend
16830,2012-12-09,1,12,1,0,0,0,2,0.4,0.4091,0.87,0.1045,17,85,102.0,Night,Sunday,Weekend
16831,2012-12-09,1,12,2,0,0,0,2,0.4,0.4091,0.87,0.1045,8,70,78.0,Night,Sunday,Weekend
16832,2012-12-09,1,12,3,0,0,0,2,0.4,0.4091,0.87,0.1045,14,34,48.0,Night,Sunday,Weekend
16833,2012-12-09,1,12,4,0,0,0,2,0.4,0.4091,0.94,0.1045,1,11,12.0,Night,Sunday,Weekend
16834,2012-12-09,1,12,5,0,0,0,2,0.4,0.4091,0.87,0.1045,0,8,8.0,Night,Sunday,Weekend
16835,2012-12-09,1,12,6,0,0,0,3,0.4,0.4091,0.94,0.1045,0,6,6.0,Morning,Sunday,Weekend
16836,2012-12-09,1,12,7,0,0,0,3,0.4,0.4091,0.87,0.2239,1,22,23.0,Morning,Sunday,Weekend
16837,2012-12-09,1,12,8,0,0,0,3,0.4,0.4091,0.87,0.1642,1,68,69.0,Morning,Sunday,Weekend
16838,2012-12-09,1,12,9,0,0,0,2,0.4,0.4091,0.87,0.2537,9,94,103.0,Morning,Sunday,Weekend
16839,2012-12-09,1,12,10,0,0,0,2,0.4,0.4091,0.87,0.2836,39,180,219.0,Morning,Sunday,Weekend
16840,2012-12-09,1,12,11,0,0,0,2,0.4,0.4091,0.87,0.2985,40,210,250.0,Morning,Sunday,Weekend
16841,2012-12-09,1,12,12,0,0,0,2,0.4,0.4091,0.82,0.2985,60,255,315.0,Day,Sunday,Weekend
16842,2012-12-09,1,12,13,0,0,0,2,0.38,0.3939,0.87,0.2836,65,220,285.0,Day,Sunday,Weekend
16843,2012-12-09,1,12,14,0,0,0,2,0.38,0.3939,0.87,0.194,42,190,232.0,Day,Sunday,Weekend
16844,2012-12-09,1,12,15,0,0,0,3,0.36,0.3485,0.93,0.1642,25,200,225.0,Day,Sunday,Weekend
16845,2012-12-09,1,12,16,0,0,0,3,0.36,0.3485,0.93,0.1642,33,220,253.0,Day,Sunday,Weekend
16846,2012-12-09,1,12,17,0,0,0,3,0.36,0.3485,0.93,0.1343,20,209,229.0,Day,Sunday,Weekend
16847,2012-12-09,1,12,18,0,0,0,3,0.36,0.3636,0.93,0.0896,17,181,198.0,Afternoon,Sunday,Weekend
16848,2012-12-09,1,12,19,0,0,0,3,0.38,0.3939,0.94,0.0896,12,110,122.0,Afternoon,Sunday,Weekend
16849,2012-12-09,1,12,20,0,0,0,3,0.36,0.3636,1.0,0.0896,6,102,108.0,Afternoon,Sunday,Weekend
16850,2012-12-09,1,12,21,0,0,0,2,0.36,0.3636,1.0,0.1045,10,86,96.0,Afternoon,Sunday,Weekend
16851,2012-12-09,1,12,22,0,0,0,3,0.36,0.3636,0.93,0.1045,3,75,78.0,Afternoon,Sunday,Weekend
16852,2012-12-09,1,12,23,0,0,0,3,0.36,0.3636,1.0,0.0896,3,48,51.0,Afternoon,Sunday,Weekend
16853,2012-12-10,1,12,0,0,1,1,3,0.36,0.3636,1.0,0.0896,0,20,20.0,Night,Monday,Workday
16854,2012-12-10,1,12,1,0,1,1,2,0.36,0.3788,1.0,0.0,0,4,4.0,Night,Monday,Workday
16855,2012-12-10,1,12,2,0,1,1,2,0.38,0.3939,0.94,0.1045,2,3,5.0,Night,Monday,Workday
16856,2012-12-10,1,12,3,0,1,1,2,0.38,0.3939,0.94,0.1045,0,4,4.0,Night,Monday,Workday
16857,2012-12-10,1,12,4,0,1,1,2,0.38,0.3939,0.94,0.1045,3,9,12.0,Night,Monday,Workday
16858,2012-12-10,1,12,5,0,1,1,2,0.38,0.3939,0.94,0.1045,0,27,27.0,Night,Monday,Workday
16859,2012-12-10,1,12,6,0,1,1,2,0.38,0.3939,0.94,0.1642,2,121,123.0,Morning,Monday,Workday
16860,2012-12-10,1,12,7,0,1,1,2,0.38,0.3939,0.94,0.2537,3,291,294.0,Morning,Monday,Workday
16861,2012-12-10,1,12,8,0,1,1,2,0.42,0.4242,1.0,0.2537,9,499,584.0,Morning,Monday,Workday
16862,2012-12-10,1,12,9,0,1,1,2,0.42,0.4242,1.0,0.2239,11,273,284.0,Morning,Monday,Workday
16863,2012-12-10,1,12,10,0,1,1,2,0.44,0.4394,0.94,0.2239,12,121,133.0,Morning,Monday,Workday
